"id","name","description","manufacturer","price"
"http://www.google.com/base/feeds/snippets/13489673299784367516","dsv3-swa dsview - ( v. 3 ) - license - 5 user 1 hub - win","avocent dsv3-swa : usually ship 24 hour : : avocent dsview management software provides industry's secure reliable kvm ip centralized management system data center.","","2426.1"
"http://www.google.com/base/feeds/snippets/13488649820373195137","366125-002 hp care pack software technical support - vmware virtualcenter 1 node 2 process","hp 366125-002 : usually ship 24 hour : : hp software technical support provides comprehensive service cost-saving update help enhance performance availability software hp leading vendors.","","1589.95"
"http://www.google.com/base/feeds/snippets/13476194503583500314","378517z lenovo thinkvantage imageultra builder (non-lenovo systems) - ( v. 3.0 ) - licen","lenovo group 378517z : usually ship 24 hour : : today's large-enterprise environment creating managing custom image organization cost process effected one department's ...","","17.21"
"http://www.google.com/base/feeds/snippets/13474422966301323984","fpm32c070-a08n monarch standard edition - ( v. 7.0 ) - complete package - 8 user - cd - win","datawatch fpm32c070-a08n : usually ship 24 hour : : monarch world's leading report mining data analysis tool transforming report output file live data pc.","","3640.84"
"http://www.google.com/base/feeds/snippets/13485459790889612466","910519-004 rumba as/400 edition - ( v. 7.4 ) - upgrade license - 1 processor - tier p10 - c","netmanage 910519-004 : usually ship 24 hour : : rumba as/400 edition known superior performance rock-solid reliability providing robust easy-to-use connectivity window desktop ibm as/400 host application ...","","3223.26"
"http://www.google.com/base/feeds/snippets/13479220891875857477","10568 hoyle puzzle & board game 2005 - complete package - 1 user - pc - cd - win","encore software 10568 : usually ship 24 hour : stock : old classic new challenge something every player hoyle puzzle & board games.","","14.51"
"http://www.google.com/base/feeds/snippets/13589609251216592510","dm0016009 contivity stateful firewall - license - 1 switch - english","nortel network dm0016009 : usually ship 24 hour : : nortel network leading manufacturer network component solution provides product necessary software order meet various need customers.","","371.5"
"http://www.google.com/base/feeds/snippets/13594336434682042972","22030094 adobe encore dvd - ( v. 2.0 ) - complete package - 1 user - dvd - win - universa","adobe system 22030094 : usually ship 24 hour : : adobe encore dvd software take dvd authoring new level creativity efficiency.","","377.61"
"http://www.google.com/base/feeds/snippets/13585307311432803676","5325302020 snap enterprise data replicator advanced - license - 1 server - linux unix win","adaptec 5325302020 : usually ship 24 hour : : snap enterprise data replicator advanced (snap edr advanced) high-performance network-optimized software solution managing reporting business-critical information throughout ...","","1320.64"
"http://www.google.com/base/feeds/snippets/13569745437647465764","b11-01215 microsoft work suite 2006 - license medium - 1 user - cd - win - english - u","microsoft b11-01215 : usually ship 24 hour : : six easy-to-use tool one affordable package microsoft work suite 2006 something everyone household.","","94.08"
"http://www.google.com/base/feeds/snippets/13580973667608887322","bb117ac hp storageworks data protector express backup server - product upgrade package -","hp bb117ac : usually ship 24 hour : : hp storageworks data protector express easy install easy use easy manage backup recovery software suitable organization without dedicated disaster recovery staff.","","459.3"
"http://www.google.com/base/feeds/snippets/13612431545534422863","w-1rp-f-wx-00 crystal report xi professional edition - complete package - 1 user - win - fren","business object w-1rp-f-wx-00 : usually ship 24 hour : : crystal report xi provides dynamic cascading prompts.","","538.5"
"http://www.google.com/base/feeds/snippets/13613941901270543827","633808105020 wasp bar code labeler - complete package - 3 user - cd - win - english","wasp bar code 633808105020 : usually ship 24 hour : stock : top-selling bar code labeling software packed advanced feature solid performance.","","195.77"
"http://www.google.com/base/feeds/snippets/13609887150599288900","01-ssc-7316 sonicwall cf premium gov/ed edition sonicwall pro 4100 - subscription licen","sonicwall 01-ssc-7316 : usually ship 24 hour : : sonicwall content filtering service (cfs) provides unequaled protection productivity policy enforcement business sizes.","","2565.08"
"http://www.google.com/base/feeds/snippets/13611923330241956429","11105093 symantec web security microsoft isa server 2004 - ( v. 5.0 ) - medium - cd -","symantec 11105093 : usually ship 24 hour : : symantec web security microsoft internet security acceleration (isa) server 2004 provides high-performance reliable virus spyware protection url filtering web traffic served ...","","16.09"
"http://www.google.com/base/feeds/snippets/13601805942726117851","395-03824 microsoft exchange server 2007 enterprise edition - complete package - 1 server","microsoft 395-03824 : usually ship 24 hour : stock : microsoft exchange server 2007 next version microsoft exchange server industry's leading server e-mail calendaring unified messaging.","","6594.2"
"http://www.google.com/base/feeds/snippets/13609690668273526543","rl294aa red hat enterprise linux w - ( v. 3 update 8 ) - license - 1 user","hp rl294aa : usually ship 24 hour : : red hat enterprise linux w technical design workstation partner enterprise linux enterprise linux es.","","215.57"
"http://www.google.com/base/feeds/snippets/13600077751524133540","808-1v500-mk-us directory resource administrator - ( v. 5.0 ) - medium - win - english - unit","netiq 808-1v500-mk-us : usually ship 24 hour : : netiq directory resource administrator provides highly secure automated administration window nt 4 window 2000/active directory environments.","","75.48"
"http://www.google.com/base/feeds/snippets/13544956135698506439","22799 vsi-fax - upgrade license - 8 additional port - linux unix win","esker software 22799 : usually ship 24 hour : : vsi-fax automates critical business communication maximizes streamlines day-to-day business operation - crucial gaining maintaining competitive edge today's fast-paced ...","","2181.91"
"http://www.google.com/base/feeds/snippets/13543305107321213490","e17887d symantec backup exec netware server remote agent window netware ser","symantec e17887d : usually ship 24 hour : : symantec backup exec remote agent client access license window netware server optimizes performance protect remote netware window servers.","","197.65"
"http://www.google.com/base/feeds/snippets/13542696963477981795","b7305pa supportpack hp openview manager microsoft exchange server 2.0 premium -","hp b7305pa : usually ship 24 hour : : hp offer premium support pack openview manager m exchange server mx application server edition (qty.","","85.85"
"http://www.google.com/base/feeds/snippets/13536386431084971336","40y9223 computrace lojack laptop - subscription package ( 4 year ) - 1 notebook -","lenovo group 40y9223 : usually ship 24 hour : stock : computrace lojack laptop absolute software computer tracking loss control software service.","","125.97"
"http://www.google.com/base/feeds/snippets/13533497843810105113","04l1671 ibm websphere mq link r/3 - ( v. 1.2 ) - complete package - 1 server - cd -","ibm 04l1671 : usually ship 24 hour : : using mqseries enhance mix match application via application link enabling (ale) layer meet business requirement minimizing duplication data increasing ...","","12567.39"
"http://www.google.com/base/feeds/snippets/13524826089365576174","cd28-esk9= cisco io enterprise service - complete package - cd","cisco system cd28-esk9= : usually ship 24 hour : : cisco io (internetworking operating system) software platform delivers network service enables networked applications.","","1001.38"
"http://www.google.com/base/feeds/snippets/13569539585915039323","23500195dm adobe incopy cs3 - ( v. 5.0 ) - medium - tlp tlp nonprofit - dvd - win - univers","adobe system 23500195dm : usually ship 24 hour : : adobe incopy cs3 software professional writing editing program tightly integrates adobe indesign cs3 software enable collaborative editorial workflows.","","18.88"
"http://www.google.com/base/feeds/snippets/13569469265401894942","01-ssc-5310 sonicwall global vpn client - license - 1 user - win","sonicwall 01-ssc-5310 : usually ship 24 hour : : today's business environment providing mobile worker secure easy-to-use solution give remote access mission-critical resource corporate network vital ...","","43.85"
"http://www.google.com/base/feeds/snippets/13566075717731610336","f309a-g03-11.0 scansoft paperport professional - ( v. 11 ) - complete package - 5 user - win -","scansoft f309a-g03-11.0 : usually ship 24 hour : stock : paperport professional 11 offer great feature made paperport 1 desktop document management solution plus also get greater support pdf file format ...","","841.55"
"http://www.google.com/base/feeds/snippets/13558726664717453661","902453-007-b rumba unix-hp edition - upgrade license - 1 user - volume - level b ( 5-49 ) - c","netmanage 902453-007-b : usually ship 24 hour : : rumba product family provides user secure access mission-critical application data residing virtually host system latest window desktop including window xp ...","","147.73"
"http://www.google.com/base/feeds/snippets/13555492496576702552","wg7569 watchguard livesecurity service gold - watchguard serverlock solaris technic","watchguard technology wg7569 : usually ship 24 hour : : watchguard technology pleased offer gold livesecurity program.","","2279.02"
"http://www.google.com/base/feeds/snippets/13550180762640570766","j8779a hp procurve manager plus - ( v. 2.0 ) - upgrade license - unlimited device - wi","hp j8779a : usually ship 24 hour : : pcm+ 2.","","2270.06"
"http://www.google.com/base/feeds/snippets/13550686268945952656","15510669dm adobe effect cs3 professional - ( v. 8 ) - medium - tlp tlp nonprofit -","adobe system 15510669dm : usually ship 24 hour : : bring vision life blockbuster visual effect compelling motion graphics.","","18.88"
"http://www.google.com/base/feeds/snippets/13556239020919475970","mtp07emb3rua mcafee total protection 2007 - complete package - 3 user - cd ( mini-box ) - wi","network associate mtp07emb3rua : usually ship 24 hour : stock : mcafee total protection siteadvisor final word pc internet security.","","86.94"
"http://www.google.com/base/feeds/snippets/13663736690242275539","29270077 adobe creative suite 3 web standard - product upgrade package - 1 user - upgrade","adobe system 29270077 : usually ship 24 hour : stock : adobe creative suite 3 web standard software basic toolkit web designer developers.","","843.15"
"http://www.google.com/base/feeds/snippets/13667626146458807727","29270055 adobe creative suite 3 web standard - complete package - 1 user - cd - win - uni","adobe system 29270055 : usually ship 24 hour : stock : adobe creative suite 3 web standard software basic toolkit web designer developers.","","1056.98"
"http://www.google.com/base/feeds/snippets/13667854560905221243","evyu7517 emc insignia visualsrm smb edition - ( v. 1.7 ) - medium - cd - win","emc2 evyu7517 : usually ship 24 hour : : emc visualsrm smb edition storage management software enables small medium business stay ahead data growth rein cost meeting business needs.","","3.29"
"http://www.google.com/base/feeds/snippets/13673080401566719655","cabprenaen150 ca business protection suite microsoft small business server premium edition","computer associate international cabprenaen150 : usually ship 24 hour : : ca business protection suite microsoft small business server premium edition delivers full range antivirus anti-spyware data protection desktop ...","","666.65"
"http://www.google.com/base/feeds/snippets/13673336906296836250","38040048dm vlog it! - ( v. 2.5 ) - medium - tlp tlp nonprofit - download - win - worldwide","adobe system 38040048dm : usually ship 24 hour : : vlog it! let share photo video clip narrate using webcam camcorder.","","20.97"
"http://www.google.com/base/feeds/snippets/13676088604600368637","19600061dm adobe creative suite 3 production premium - medium - tlp - download - mac - world","adobe system 19600061dm : usually ship 24 hour : : maximize productivity adobe creative suite 3 production premium software total post-production solution.","","20.97"
"http://www.google.com/base/feeds/snippets/13676550626962262162","72212 world warcraft - complete package - 1 user - pc - cd - win mac","vivendi universal 72212 : usually ship 24 hour : stock : four year passed since aftermath warcraft iii: reign chaos great tension smolder throughout ravaged world azeroth.","","24.8"
"http://www.google.com/base/feeds/snippets/13682135504984237649","dja-00892 microsoft system center essential 2007 - license - 1 server - win - english","microsoft dja-00892 : usually ship 24 hour : : microsoft system center essential 2007 (essentials 2007) new management solution system center family system management product specifically designed midsized business ( ...","","93.25"
"http://www.google.com/base/feeds/snippets/13683080246470730706","fpxmlc020-a01 vortexml - ( v. 2 ) - complete package - 1 user - cd - win","datawatch fpxmlc020-a01 : usually ship 24 hour : : vortexml v2 provides variety enhancement preview verification feature friendly interactive template building capability making much easier ...","","363.63"
"http://www.google.com/base/feeds/snippets/13685743345629396225","eete7717 emc insignia eroom smb edition - ( v. 7.3 ) - medium documentation set - cd -","emc2 eete7717 : usually ship 24 hour : : emc eroom smb edition brings efficiency employee partner supplier work together.","","37.24"
"http://www.google.com/base/feeds/snippets/13689064480578307246","5325301873 snap appliance snap care - snap enterprise data replicator technical support - c","adaptec 5325301873 : usually ship 24 hour : : snap care service program continually offer latest operating system software feature product enhancement snap server systems.","","377.06"
"http://www.google.com/base/feeds/snippets/13691825178637426167","910584-001 rumba as/400 edition - ( v. 7.2 ) - upgrade package - 1 processor - tier p60 - c","netmanage 910584-001 : usually ship 24 hour : : rumba as/400 edition provides connectivity window desktop ibm as/400 host application databases.","","26759.24"
"http://www.google.com/base/feeds/snippets/13693694360546677062","10517940 symantec client security groupware protection business pack - ( v. 3.1 ) -","symantec 10517940 : usually ship 24 hour : stock : symantec client security business pack proactively protect business virus spyware hackers.","","3323.92"
"http://www.google.com/base/feeds/snippets/13695635236319996300","01-ssc-7524 sonicwall email anti-virus mcafee sonicwall time zero - subscription license","sonicwall 01-ssc-7524 : usually ship 24 hour : : sonicwall provides multi-layer defense viruses.","","14568.97"
"http://www.google.com/base/feeds/snippets/13701486846245883615","22798 vsi-fax - license - 8 additional port - linux unix win","esker software 22798 : usually ship 24 hour : : vsi-fax automates critical business communication maximizes streamlines day-to-day business operation - crucial gaining maintaining competitive edge today's fast-paced ...","","5189.82"
"http://www.google.com/base/feeds/snippets/13619545568915366865","22790 vsi-fax - license - unlimited client - linux unix win","esker software 22790 : usually ship 24 hour : : vsi-fax automates critical business communication maximizes streamlines day-to-day business operation - crucial gaining maintaining competitive edge today's fast-paced ...","","4275.71"
"http://www.google.com/base/feeds/snippets/13616645550697105213","10527687 symantec on-demand protection - ( v. 2.6 ) - medium - elite forecast elite commi","symantec 10527687 : usually ship 24 hour : : symantec on-demand protection solution help prevent compromise enterprise asset company financials customer information intellectual property caused unprotected network ...","","16.98"
"http://www.google.com/base/feeds/snippets/13627138174377206631","msd-w30-de-r manga studio debut - ( v. 3.0 ) - complete package - 1 user - cd - win","e frontier msd-w30-de-r : usually ship 24 hour : stock : best way create manga comic start finish! imagine draw publish manga comic art affordable powerful tool.","","41.74"
"http://www.google.com/base/feeds/snippets/13629048235166470951","9002 refviz - ( v. 2 ) - complete package - 1 user - mac","nile software 9002 : usually ship 24 hour : : approach next literature search? try refviz text analysis visualization software application designed evaluate literature.","","160.88"
"http://www.google.com/base/feeds/snippets/13628923702313056259","298881 quickbooks customer manager - ( v. 2.5 ) - complete package - 1 user - cd - win","intuit 298881 : usually ship 24 hour : stock : quickbooks customer manager easiest customer management software give customer excellent service keep coming back.","","69.38"
"http://www.google.com/base/feeds/snippets/13638966826111180048","633808344078 wasp mobileinventory combo pack - w/ spt1550 - license - 1 additional mobile dev","wasp bar code 633808344078 : usually ship 24 hour : : wasp mobileinventory equips manage track inventory using desktop pc palm o wasp wdt2200 handheld! within minute check item manage item ...","","409.56"
"http://www.google.com/base/feeds/snippets/13635462580810024712","19280016dm adobe creative suite 3 master collection - medium - tlp tlp nonprofit - dvd -","adobe system 19280016dm : usually ship 24 hour : : follow idea anywhere adobe creative suite 3 master collection software.","","18.88"
"http://www.google.com/base/feeds/snippets/13643822312130118109","babnur1111s01 brightstor arcserve backup netware w/sp1 - ( v. 11.1 ) - version upgrade pac","computer associate international babnur1111s01 : usually ship 24 hour : : delivering reliable recovery & backup distributed environment centered around novell netware backup server easy use solution protects novell ...","","379.23"
"http://www.google.com/base/feeds/snippets/13639036099727568054","01-ssc-7520 sonicwall email anti-virus mcafee sonicwall time zero - subscription license","sonicwall 01-ssc-7520 : usually ship 24 hour : : sonicwall provides multi-layer defense viruses.","","1306.68"
"http://www.google.com/base/feeds/snippets/13644676745896457077","210100533 pinnacle studio plus titanium edition - ( v. 10.5 ) - complete package - 1 user","pinnacle system 210100533 : usually ship 24 hour : : pinnacle studio plus titanium edition combine recognized ease use studio's intuitive three-step movie creation process power quality pinnacle liquid engine ...","","67.47"
"http://www.google.com/base/feeds/snippets/13650863465591381531","wg4110 watchguard vpn manager - upgrade package - 10 node - cd - win - english","watchguard technology wg4110 : usually ship 24 hour : : watchguard vpn manager provides centralized management monitoring tool larger organization multiple fireboxes.","","1235.07"
"http://www.google.com/base/feeds/snippets/13660085133260357894","910623-000 rumba web-to-host as/400 - ( v. 4.2 ) - license - 1 processor - tier p60 -","netmanage 910623-000 : usually ship 24 hour : : rumba web-to-host let cost-effectively leverage important asset legacy host system literally within minutes.","","29578.09"
"http://www.google.com/base/feeds/snippets/13656453846025266476","01-ssc-6959 sonicwall enforced client anti-virus anti-spyware - subscription license ( 2","sonicwall 01-ssc-6959 : usually ship 24 hour : : sonicwall enforced client anti-virus anti-spyware delivers enforced auto-updated desktop protection automatic system-wide update virus definition eliminating need ...","","10693.51"
"http://www.google.com/base/feeds/snippets/13752749759046909510","389449-b21 pgi server compiler suite - license - 2 user - linux","hp 389449-b21 : usually ship 24 hour : : pgi server-class compiler tool 32-bit x86 (amd athlon xp/mp intel pentium 4 xeon) 64-bit amd64 technology (amd opteron athlon 64) 64-bit ia32 (intel pentium xeon em64t) ...","","4269.47"
"http://www.google.com/base/feeds/snippets/13744571495556854892","19500220 adobe creative suite 3 design premium - product upgrade package - 1 user - upgra","adobe system 19500220 : usually ship 24 hour : stock : adobe creative suite 3 design premium software designer's dream toolkit print web interactive mobile publishing.","","1687.48"
"http://www.google.com/base/feeds/snippets/13745636562555952245","269-10040 microsoft office professional edition 2003 service pack - ( v. 2 ) - medium - vol","microsoft 269-10040 : usually ship 24 hour : : microsoft office professional edition 2003 help organization communicate information immediacy impact.","","23.53"
"http://www.google.com/base/feeds/snippets/13753377846949700108","01-ssc-6791 sonicwall email protection subscription - subscription license ( 2 year ) + dyn","sonicwall 01-ssc-6791 : usually ship 24 hour : : high performance: using unique pre-emptive scanning mail transfer agent (mta) sonicwall email security offer breakthrough message analysis.","","1234.09"
"http://www.google.com/base/feeds/snippets/13753749056061414333","5325301871 snap appliance snap care - snap enterprise data replicator technical support - c","adaptec 5325301871 : usually ship 24 hour : : snap care service program continually offer latest operating system software feature product enhancement snap server systems.","","377.06"
"http://www.google.com/base/feeds/snippets/13763824093482212615","fpmdps070-a02a monarch data pump - ( v. 7.0 ) - license - 2 additional processor - win","datawatch fpmdps070-a02a : usually ship 24 hour : : gartner group estimate worker spend least 10% time looking information need perform business task make decision.","","6998.48"
"http://www.google.com/base/feeds/snippets/13764248919283244886","9am-00014 microsoft flight simulator x deluxe edition - complete package - 1 user - pc -","microsoft 9am-00014 : usually ship 24 hour : stock : award winning game developer ace come flight simulator x.","","42.79"
"http://www.google.com/base/feeds/snippets/13758530883098400588","wg017196 watchguard webblocker - subscription license ( 1 year ) - 1 device - win","watchguard technology wg017196 : usually ship 24 hour : : leaving network user free roam internet cost organization thousand dollar lost productivity reduced bandwidth usage worst increased legal liability.","","92.8"
"http://www.google.com/base/feeds/snippets/13707174407657102090","4817n24 vmware virtualcenter management server - ( v. 2 ) - limited subscription ( 5 yea","ibm 4817n24 : usually ship 24 hour : : virtualcenter management software take control virtual infrastructure.","","2383.02"
"http://www.google.com/base/feeds/snippets/13706565146686131007","24100 punch! 5 1 home design - complete package - 1 user - cd - win","punch! software 24100 : usually ship 24 hour : stock : punch! 5 1 home design suite power tool serious home design plus ultimate deck perfect outdoor addition living space.","","36.28"
"http://www.google.com/base/feeds/snippets/13701707796339492971","11105947 symantec backup exec 11d window small business server standard - w/ continu","symantec 11105947 : usually ship 24 hour : stock : symantec backup exec 11d window small business server designed deliver cost-effective easy-to-use highly reliable data protection microsoft small business servers.","","479.12"
"http://www.google.com/base/feeds/snippets/13730519642830904382","t5321a hp storageworks storage mirroring aio edition - license - 1 host - win","hp t5321a : usually ship 24 hour : : natural man-made disaster occur least expect - serving reminder le moment's notice volume data loss lost.","","1834.26"
"http://www.google.com/base/feeds/snippets/13713362866171764392","12000-0611 cadopia standard - ( v. 6 ) - complete package - 1 user - cd - win","cadopia 12000-0611 : usually ship 24 hour : stock : cadopia 6 standard edition based intellicad technology ideal tool educator student engineer architect others need comprehensive drafting feature ...","","235.17"
"http://www.google.com/base/feeds/snippets/13709659866021319390","t74-01215 microsoft window small business server 2003 - version upgrade license - 5 addit","microsoft t74-01215 : usually ship 24 hour : stock : small business le today's business environment.","","186.73"
"http://www.google.com/base/feeds/snippets/13738577569835555248","22774 vsi-fax - ( v. 6 ) - complete package - 1 server - cd - linux","esker software 22774 : usually ship 24 hour : : vsi-fax automates critical business communication maximizes streamlines day-to-day business operation - crucial gaining maintaining competitive edge today's fast-paced ...","","1573.45"
